FechaHora;Cantidad;;;;;;;;;;;;;;
13/08/2017 1:19:24 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:20:07 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:21:18 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:23:34 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:24:55 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:26:38 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:29:41 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:32:30 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:33:12 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:36:13 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:36:14 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:36:14 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:36:20 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:37:27 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:37:28 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:38:18 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:39:00 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:40:22 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:40:53 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:40:53 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:41:15 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:41:42 p. m.;1;;;;;;;;;;;;;;
13/08/2017 1:42:42 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:15:52 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:16:20 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:16:25 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:31:46 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:31:46 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:31:55 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:32:42 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:51:59 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:52:07 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:52:09 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:54:15 p. m.;2;;;;;;;;;;;;;;
13/08/2017 2:56:27 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:56:27 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:56:27 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:56:28 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:56:29 p. m.;1;;;;;;;;;;;;;;
13/08/2017 2:59:23 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:00:36 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:00:36 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:00:38 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:01:47 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:17:11 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:17:51 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:18:33 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:40:11 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:45:46 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:46:31 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:47:05 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:47:16 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:59:50 p. m.;1;;;;;;;;;;;;;;
13/08/2017 3:59:52 p. m.;1;;;;;;;;;;;;;;
13/08/2017 4:02:54 p. m.;1;;;;;;;;;;;;;;
13/08/2017 4:03:43 p. m.;1;;;;;;;;;;;;;;
13/08/2017 4:05:02 p. m.;1;;;;;;;;;;;;;;
13/08/2017 4:06:41 p. m.;1;;;;;;;;;;;;;;
13/08/2017 4:08:03 p. m.;1;;;;;;;;;;;;;;
13/08/2017 4:08:03 p. m.;1;;;;;;;;;;;;;;
13/08/2017 4:08:05 p. m.;1;;;;;;;;;;;;;;
13/08/2017 4:10:59 p. m.;1;;;;;;;;;;;;;;
13/08/2017 4:11:36 p. m.;2;;;;;;;;;;;;;;
14/08/2017 11:14:10 a. m.;265;;;;;;;;;;;;;;
14/08/2017 11:16:04 a. m.;10;;;;;;;;;;;;;;
14/08/2017 11:17:14 a. m.;139;;;;;;;;;;;;;;
14/08/2017 11:27:19 a. m.;2;;;;;;;;;;;;;;
14/08/2017 1:39:56 p. m.;3;;;;;;;;;;;;;;
14/08/2017 1:50:20 p. m.;1;;;;;;;;;;;;;;
14/08/2017 1:51:47 p. m.;4;;;;;;;;;;;;;;
15/08/2017 9:36:31 a. m.;1;;;;;;;;;;;;;;
15/08/2017 9:36:38 a. m.;1;;;;;;;;;;;;;;
15/08/2017 9:36:52 a. m.;1;;;;;;;;;;;;;;
15/08/2017 10:15:01 a. m.;285;;;;;;;;;;;;;;
15/08/2017 10:15:49 a. m.;144;;;;;;;;;;;;;;
15/08/2017 10:17:16 a. m.;8;;;;;;;;;;;;;;
15/08/2017 10:18:47 a. m.;11;;;;;;;;;;;;;;
15/08/2017 10:46:52 a. m.;12;;;;;;;;;;;;;;
15/08/2017 11:36:42 a. m.;1;;;;;;;;;;;;;;
15/08/2017 11:37:58 a. m.;1;;;;;;;;;;;;;;
15/08/2017 11:37:59 a. m.;1;;;;;;;;;;;;;;
15/08/2017 11:39:00 a. m.;1;;;;;;;;;;;;;;
15/08/2017 11:39:01 a. m.;1;;;;;;;;;;;;;;
15/08/2017 11:39:57 a. m.;1;;;;;;;;;;;;;;
15/08/2017 11:39:59 a. m.;1;;;;;;;;;;;;;;
15/08/2017 11:41:06 a. m.;1;;;;;;;;;;;;;;
15/08/2017 11:43:58 a. m.;2;;;;;;;;;;;;;;
15/08/2017 11:44:51 a. m.;2;;;;;;;;;;;;;;
15/08/2017 12:19:30 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:19:30 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:19:30 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:19:32 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:22:42 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:24:36 p. m.;4;;;;;;;;;;;;;;
15/08/2017 12:25:13 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:29:06 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:29:27 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:38:20 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:38:20 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:38:21 p. m.;1;;;;;;;;;;;;;;
15/08/2017 12:38:22 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:16:32 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:16:33 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:16:34 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:27:51 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:29:06 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:29:26 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:31:34 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:31:35 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:32:15 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:56:40 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:57:19 p. m.;1;;;;;;;;;;;;;;
15/08/2017 1:59:12 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:00:29 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:01:28 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:12:15 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:15:46 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:15:50 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:28:13 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:28:20 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:28:22 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:31:13 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:32:27 p. m.;1;;;;;;;;;;;;;;
15/08/2017 2:34:22 p. m.;2;;;;;;;;;;;;;;
16/08/2017 9:29:07 a. m.;1;;;;;;;;;;;;;;
16/08/2017 9:30:04 a. m.;1;;;;;;;;;;;;;;
16/08/2017 10:33:34 a. m.;1;;;;;;;;;;;;;;
16/08/2017 10:33:51 a. m.;1;;;;;;;;;;;;;;
16/08/2017 10:38:55 a. m.;323;;;;;;;;;;;;;;
16/08/2017 10:40:07 a. m.;12;;;;;;;;;;;;;;
16/08/2017 10:46:32 a. m.;1;;;;;;;;;;;;;;
16/08/2017 10:46:42 a. m.;1;;;;;;;;;;;;;;
16/08/2017 10:46:57 a. m.;1;;;;;;;;;;;;;;
16/08/2017 10:49:35 a. m.;1;;;;;;;;;;;;;;
16/08/2017 10:49:35 a. m.;1;;;;;;;;;;;;;;
16/08/2017 10:49:36 a. m.;1;;;;;;;;;;;;;;
16/08/2017 11:25:13 a. m.;1;;;;;;;;;;;;;;
16/08/2017 11:25:20 a. m.;1;;;;;;;;;;;;;;
16/08/2017 12:36:26 p. m.;1;;;;;;;;;;;;;;
16/08/2017 12:37:35 p. m.;1;;;;;;;;;;;;;;
16/08/2017 12:38:31 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:14:01 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:14:44 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:24:04 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:25:32 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:26:15 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:27:48 p. m.;2;;;;;;;;;;;;;;
16/08/2017 1:28:20 p. m.;2;;;;;;;;;;;;;;
16/08/2017 1:30:27 p. m.;3;;;;;;;;;;;;;;
16/08/2017 1:31:02 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:34:26 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:35:00 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:36:56 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:50:52 p. m.;1;;;;;;;;;;;;;;
16/08/2017 1:51:32 p. m.;1;;;;;;;;;;;;;;
16/08/2017 3:11:38 p. m.;1;;;;;;;;;;;;;;
16/08/2017 3:11:39 p. m.;1;;;;;;;;;;;;;;
16/08/2017 3:11:41 p. m.;1;;;;;;;;;;;;;;
16/08/2017 3:19:04 p. m.;1;;;;;;;;;;;;;;
16/08/2017 3:19:46 p. m.;1;;;;;;;;;;;;;;
17/08/2017 9:12:21 a. m.;1;;;;;;;;;;;;;;
17/08/2017 9:12:23 a. m.;1;;;;;;;;;;;;;;
17/08/2017 9:17:08 a. m.;9;;;;;;;;;;;;;;
17/08/2017 9:38:27 a. m.;1;;;;;;;;;;;;;;
17/08/2017 9:38:55 a. m.;1;;;;;;;;;;;;;;
17/08/2017 10:09:13 a. m.;1;;;;;;;;;;;;;;
17/08/2017 10:11:30 a. m.;1;;;;;;;;;;;;;;
17/08/2017 10:15:07 a. m.;1;;;;;;;;;;;;;;
17/08/2017 10:15:24 a. m.;1;;;;;;;;;;;;;;
17/08/2017 10:16:40 a. m.;1;;;;;;;;;;;;;;
17/08/2017 10:23:20 a. m.;147;;;;;;;;;;;;;;
17/08/2017 10:25:43 a. m.;7;;;;;;;;;;;;;;
17/08/2017 10:54:00 a. m.;1;;;;;;;;;;;;;;
17/08/2017 10:55:03 a. m.;1;;;;;;;;;;;;;;
17/08/2017 10:56:36 a. m.;1;;;;;;;;;;;;;;
17/08/2017 11:06:25 a. m.;1;;;;;;;;;;;;;;
17/08/2017 11:22:15 a. m.;208;;;;;;;;;;;;;;
17/08/2017 11:25:44 a. m.;3;;;;;;;;;;;;;;
17/08/2017 11:26:16 a. m.;1;;;;;;;;;;;;;;
17/08/2017 11:43:48 a. m.;1;;;;;;;;;;;;;;
17/08/2017 12:32:40 p. m.;1;;;;;;;;;;;;;;
17/08/2017 12:37:10 p. m.;1;;;;;;;;;;;;;;
17/08/2017 12:37:13 p. m.;1;;;;;;;;;;;;;;
17/08/2017 12:55:03 p. m.;1;;;;;;;;;;;;;;
17/08/2017 2:09:35 p. m.;1;;;;;;;;;;;;;;
17/08/2017 2:28:56 p. m.;1;;;;;;;;;;;;;;
17/08/2017 2:30:00 p. m.;1;;;;;;;;;;;;;;
17/08/2017 2:30:52 p. m.;1;;;;;;;;;;;;;;
17/08/2017 2:31:35 p. m.;1;;;;;;;;;;;;;;
17/08/2017 2:32:32 p. m.;1;;;;;;;;;;;;;;
17/08/2017 2:33:17 p. m.;2;;;;;;;;;;;;;;
17/08/2017 3:37:56 p. m.;1;;;;;;;;;;;;;;
17/08/2017 3:40:03 p. m.;3;;;;;;;;;;;;;;
18/08/2017 8:49:22 a. m.;1;;;;;;;;;;;;;;
18/08/2017 9:52:12 a. m.;1;;;;;;;;;;;;;;
18/08/2017 10:07:56 a. m.;1;;;;;;;;;;;;;;
18/08/2017 10:09:07 a. m.;1;;;;;;;;;;;;;;
18/08/2017 10:13:27 a. m.;1;;;;;;;;;;;;;;
18/08/2017 10:14:25 a. m.;1;;;;;;;;;;;;;;
18/08/2017 10:38:29 a. m.;225;;;;;;;;;;;;;;
18/08/2017 10:40:33 a. m.;7;;;;;;;;;;;;;;
18/08/2017 10:41:29 a. m.;43;;;;;;;;;;;;;;
18/08/2017 10:42:07 a. m.;4;;;;;;;;;;;;;;
18/08/2017 10:43:34 a. m.;6;;;;;;;;;;;;;;
18/08/2017 10:43:55 a. m.;2;;;;;;;;;;;;;;
18/08/2017 10:44:26 a. m.;1;;;;;;;;;;;;;;
18/08/2017 10:44:27 a. m.;1;;;;;;;;;;;;;;
18/08/2017 10:49:26 a. m.;1;;;;;;;;;;;;;;
18/08/2017 11:12:08 a. m.;1;;;;;;;;;;;;;;
18/08/2017 11:12:09 a. m.;1;;;;;;;;;;;;;;
18/08/2017 11:12:09 a. m.;1;;;;;;;;;;;;;;
18/08/2017 11:44:43 a. m.;1;;;;;;;;;;;;;;
18/08/2017 11:44:44 a. m.;1;;;;;;;;;;;;;;
18/08/2017 11:45:40 a. m.;1;;;;;;;;;;;;;;
18/08/2017 11:47:41 a. m.;1;;;;;;;;;;;;;;
18/08/2017 11:48:14 a. m.;1;;;;;;;;;;;;;;
18/08/2017 12:45:42 p. m.;15;;;;;;;;;;;;;;
18/08/2017 12:47:12 p. m.;1;;;;;;;;;;;;;;
18/08/2017 12:47:26 p. m.;1;;;;;;;;;;;;;;
18/08/2017 1:58:51 p. m.;6;;;;;;;;;;;;;;
18/08/2017 2:03:12 p. m.;-1;;;;;;;;;;;;;;
18/08/2017 2:04:29 p. m.;1;;;;;;;;;;;;;;
18/08/2017 2:41:26 p. m.;1;;;;;;;;;;;;;;
18/08/2017 2:42:02 p. m.;4;;;;;;;;;;;;;;
18/08/2017 2:42:54 p. m.;3;;;;;;;;;;;;;;
18/08/2017 2:43:32 p. m.;1;;;;;;;;;;;;;;
19/08/2017 9:44:23 a. m.;39;;;;;;;;;;;;;;
19/08/2017 9:54:26 a. m.;1;;;;;;;;;;;;;;
19/08/2017 9:54:51 a. m.;1;;;;;;;;;;;;;;
19/08/2017 9:56:58 a. m.;1;;;;;;;;;;;;;;
19/08/2017 9:57:00 a. m.;1;;;;;;;;;;;;;;
19/08/2017 9:58:42 a. m.;1;;;;;;;;;;;;;;
19/08/2017 9:58:52 a. m.;1;;;;;;;;;;;;;;
19/08/2017 10:00:37 a. m.;1;;;;;;;;;;;;;;
19/08/2017 10:01:27 a. m.;1;;;;;;;;;;;;;;
19/08/2017 10:06:31 a. m.;1;;;;;;;;;;;;;;
19/08/2017 10:08:17 a. m.;1;;;;;;;;;;;;;;
19/08/2017 10:20:40 a. m.;1;;;;;;;;;;;;;;
19/08/2017 10:21:00 a. m.;1;;;;;;;;;;;;;;
19/08/2017 11:01:19 a. m.;1;;;;;;;;;;;;;;
19/08/2017 11:02:54 a. m.;1;;;;;;;;;;;;;;
19/08/2017 11:04:27 a. m.;1;;;;;;;;;;;;;;
19/08/2017 11:05:33 a. m.;1;;;;;;;;;;;;;;
19/08/2017 11:06:23 a. m.;1;;;;;;;;;;;;;;
19/08/2017 11:08:08 a. m.;1;;;;;;;;;;;;;;
19/08/2017 11:09:17 a. m.;1;;;;;;;;;;;;;;
19/08/2017 11:10:25 a. m.;1;;;;;;;;;;;;;;
19/08/2017 11:11:53 a. m.;1;;;;;;;;;;;;;;
19/08/2017 11:37:22 a. m.;1;;;;;;;;;;;;;;
19/08/2017 12:01:38 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:01:39 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:01:39 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:22:09 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:22:32 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:23:18 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:23:19 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:26:10 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:38:12 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:38:12 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:38:13 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:38:13 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:38:16 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:47:04 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:47:04 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:47:07 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:49:34 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:49:36 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:50:27 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:51:20 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:52:47 p. m.;1;;;;;;;;;;;;;;
19/08/2017 12:52:48 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:03:08 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:05:27 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:06:16 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:06:16 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:07:09 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:07:46 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:07:57 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:11:42 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:12:29 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:13:26 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:14:48 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:14:48 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:14:50 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:15:10 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:16:29 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:17:45 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:18:24 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:18:26 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:19:50 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:19:52 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:34:53 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:36:09 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:37:36 p. m.;1;;;;;;;;;;;;;;
19/08/2017 1:39:18 p. m.;1;;;;;;;;;;;;;;
19/08/2017 2:00:00 p. m.;1;;;;;;;;;;;;;;
19/08/2017 2:14:27 p. m.;1;;;;;;;;;;;;;;
19/08/2017 2:14:55 p. m.;1;;;;;;;;;;;;;;
19/08/2017 2:32:02 p. m.;2;;;;;;;;;;;;;;
19/08/2017 3:10:16 p. m.;1;;;;;;;;;;;;;;
19/08/2017 3:11:18 p. m.;1;;;;;;;;;;;;;;
19/08/2017 3:18:30 p. m.;1;;;;;;;;;;;;;;
19/08/2017 3:18:42 p. m.;1;;;;;;;;;;;;;;
19/08/2017 4:09:42 p. m.;1;;;;;;;;;;;;;;
19/08/2017 4:09:44 p. m.;1;;;;;;;;;;;;;;
20/08/2017 9:17:27 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:17:27 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:17:28 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:19:36 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:19:37 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:19:40 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:25:09 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:25:10 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:25:10 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:25:12 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:27:50 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:28:20 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:28:26 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:30:20 a. m.;3;;;;;;;;;;;;;;
20/08/2017 9:32:26 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:32:27 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:33:51 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:34:01 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:38:44 a. m.;5;;;;;;;;;;;;;;
20/08/2017 9:40:26 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:41:37 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:42:16 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:44:47 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:46:14 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:48:22 a. m.;1;;;;;;;;;;;;;;
20/08/2017 9:49:26 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:07:39 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:07:40 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:07:42 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:08:39 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:08:40 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:09:53 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:10:09 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:11:31 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:11:31 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:11:32 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:11:33 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:12:17 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:12:41 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:12:42 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:13:14 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:18:43 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:20:51 a. m.;12;;;;;;;;;;;;;;
20/08/2017 10:22:35 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:22:43 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:22:54 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:23:52 a. m.;4;;;;;;;;;;;;;;
20/08/2017 10:24:08 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:26:13 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:26:50 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:26:51 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:26:52 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:27:36 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:27:43 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:29:59 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:30:19 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:33:25 a. m.;5;;;;;;;;;;;;;;
20/08/2017 10:33:59 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:43:44 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:43:45 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:44:05 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:45:42 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:46:40 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:47:13 a. m.;2;;;;;;;;;;;;;;
20/08/2017 10:54:47 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:55:04 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:56:36 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:56:36 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:56:37 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:57:25 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:58:25 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:58:37 a. m.;1;;;;;;;;;;;;;;
20/08/2017 10:59:59 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:00:00 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:01:40 a. m.;4;;;;;;;;;;;;;;
20/08/2017 11:02:13 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:03:51 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:03:52 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:05:07 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:05:08 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:06:31 a. m.;2;;;;;;;;;;;;;;
20/08/2017 11:07:17 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:07:18 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:07:19 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:07:30 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:08:54 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:08:54 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:08:54 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:10:09 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:11:08 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:12:18 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:13:16 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:13:29 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:13:30 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:14:03 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:16:17 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:16:17 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:16:18 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:16:55 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:17:04 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:17:04 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:18:02 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:18:57 a. m.;1;;;;;;;;;;;;;;
20/08/2017 11:19:38 a. m.;2;;;;;;;;;;;;;;
20/08/2017 11:27:58 a. m.;1;;;;;;;;;;;;;;
